_initial_assets,awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,contents,node_id,participant_id,module_state_id,trial_maker_id,definition,complete,finalized,is_repeat_trial,score,bonus,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,block_position,block,class,object_type
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9fee0>},False,{},79,2023-02-16 17:05:37,False,,,HeadphoneTrial,1,1,,1,6,17,headphone_test,"{'label': 'ISO', 'correct_answer': '2'}",True,True,False,1.0,0.0,,2,True,106.0,,,5.044,37.5,45.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9d9c0>},False,{},83,2023-02-16 17:05:43,False,,,HeadphoneTrial,2,2,,2,6,17,headphone_test,"{'label': 'IOS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,111.0,,,5.222,45.0,52.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ba30>},False,{},86,2023-02-16 17:05:49,False,,,HeadphoneTrial,6,6,,6,6,17,headphone_test,"{'label': 'OIS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,115.0,,,5.113,52.5,60.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9f730>},False,{},89,2023-02-16 17:05:55,False,,,HeadphoneTrial,4,4,,4,6,17,headphone_test,"{'label': 'SIO', 'correct_answer': '1'}",True,True,False,1.0,0.0,,1,True,119.0,,,5.117,60.0,67.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ab30>},False,{},93,2023-02-16 17:06:01,False,,,HeadphoneTrial,5,5,,5,6,17,headphone_test,"{'label': 'OSI', 'correct_answer': '2'}",True,True,False,1.0,0.0,,2,True,123.0,,,5.171,67.5,75.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ab30>},False,{},97,2023-02-16 17:06:08,True,performance_check,2023-02-16 17:11:20,HeadphoneTrial,5,5,,5,7,20,headphone_test,"{'label': 'OSI', 'correct_answer': '2'}",True,True,False,0.0,0.0,,1,True,131.0,,,10.357,30.0,37.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1a890>},False,{},103,2023-02-16 17:06:20,True,performance_check,2023-02-16 17:11:20,HeadphoneTrial,3,3,,3,7,20,headphone_test,"{'label': 'SOI', 'correct_answer': '1'}",True,True,False,0.0,0.0,,3,True,139.0,,,9.143,37.5,45.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ba30>},False,{},111,2023-02-16 17:06:30,True,performance_check,2023-02-16 17:11:20,HeadphoneTrial,6,6,,6,7,20,headphone_test,"{'label': 'OIS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,143.0,,,5.701,45.0,52.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9f730>},False,{},115,2023-02-16 17:06:37,True,performance_check,2023-02-16 17:11:20,HeadphoneTrial,4,4,,4,7,20,headphone_test,"{'label': 'SIO', 'correct_answer': '1'}",True,True,False,0.0,0.0,,3,True,148.0,,,5.274,52.5,60.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9d9c0>},False,{},120,2023-02-16 17:06:43,True,performance_check,2023-02-16 17:11:20,HeadphoneTrial,2,2,,2,7,20,headphone_test,"{'label': 'IOS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,153.0,,,5.915,60.0,67.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9fee0>},False,{},125,2023-02-16 17:06:50,True,performance_check,2023-02-16 17:11:20,HeadphoneTrial,1,1,,1,7,20,headphone_test,"{'label': 'ISO', 'correct_answer': '2'}",True,True,False,1.0,0.0,,2,True,157.0,,,5.785,67.5,75.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9d9c0>},False,{},241,2023-02-16 17:11:19,False,,,HeadphoneTrial,2,2,,2,8,28,headphone_test,"{'label': 'IOS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,317.0,,,5.192,30.0,37.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1a890>},False,{},242,2023-02-16 17:11:25,False,,,HeadphoneTrial,3,3,,3,8,28,headphone_test,"{'label': 'SOI', 'correct_answer': '1'}",True,True,False,1.0,0.0,,1,True,319.0,,,4.603,37.5,45.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9f730>},False,{},243,2023-02-16 17:11:31,False,,,HeadphoneTrial,4,4,,4,8,28,headphone_test,"{'label': 'SIO', 'correct_answer': '1'}",True,True,False,1.0,0.0,,1,True,320.0,,,4.487,45.0,52.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ab30>},False,{},244,2023-02-16 17:11:36,False,,,HeadphoneTrial,5,5,,5,8,28,headphone_test,"{'label': 'OSI', 'correct_answer': '2'}",True,True,False,1.0,0.0,,2,True,321.0,,,4.52,52.5,60.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ba30>},False,{},245,2023-02-16 17:11:41,False,,,HeadphoneTrial,6,6,,6,8,28,headphone_test,"{'label': 'OIS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,322.0,,,4.598,60.0,67.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9fee0>},False,{},246,2023-02-16 17:11:46,False,,,HeadphoneTrial,1,1,,1,8,28,headphone_test,"{'label': 'ISO', 'correct_answer': '2'}",True,True,False,1.0,0.0,,2,True,323.0,,,5.094,67.5,75.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9fee0>},False,{},253,2023-02-16 17:12:39,False,,,HeadphoneTrial,1,1,,1,9,34,headphone_test,"{'label': 'ISO', 'correct_answer': '2'}",True,True,False,0.0,0.0,,1,True,340.0,,,20.073,30.0,37.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9f730>},False,{},259,2023-02-16 17:13:00,False,,,HeadphoneTrial,4,4,,4,9,34,headphone_test,"{'label': 'SIO', 'correct_answer': '1'}",True,True,False,0.0,0.0,,2,True,346.0,,,10.405,37.5,45.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ab30>},False,{},263,2023-02-16 17:13:13,False,,,HeadphoneTrial,5,5,,5,9,34,headphone_test,"{'label': 'OSI', 'correct_answer': '2'}",True,True,False,1.0,0.0,,2,True,350.0,,,7.681,45.0,52.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9d9c0>},False,{},267,2023-02-16 17:13:22,False,,,HeadphoneTrial,2,2,,2,9,34,headphone_test,"{'label': 'IOS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,353.0,,,6.6,52.5,60.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1a890>},False,{},270,2023-02-16 17:13:30,False,,,HeadphoneTrial,3,3,,3,9,34,headphone_test,"{'label': 'SOI', 'correct_answer': '1'}",True,True,False,0.0,0.0,,3,True,357.0,,,6.927,60.0,67.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ba30>},False,{},273,2023-02-16 17:13:39,False,,,HeadphoneTrial,6,6,,6,9,34,headphone_test,"{'label': 'OIS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,360.0,,,6.126,67.5,75.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9d9c0>},False,{},277,2023-02-16 17:13:50,False,,,HeadphoneTrial,2,2,,2,11,37,headphone_test,"{'label': 'IOS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,366.0,,,6.957,30.0,37.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ba30>},False,{},280,2023-02-16 17:13:58,False,,,HeadphoneTrial,6,6,,6,11,37,headphone_test,"{'label': 'OIS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,370.0,,,6.757,37.5,45.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9fee0>},False,{},284,2023-02-16 17:14:05,False,,,HeadphoneTrial,1,1,,1,11,37,headphone_test,"{'label': 'ISO', 'correct_answer': '2'}",True,True,False,1.0,0.0,,2,True,374.0,,,5.201,45.0,52.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9f730>},False,{},288,2023-02-16 17:14:11,False,,,HeadphoneTrial,4,4,,4,11,37,headphone_test,"{'label': 'SIO', 'correct_answer': '1'}",True,True,False,1.0,0.0,,1,True,378.0,,,5.262,52.5,60.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1a890>},False,{},291,2023-02-16 17:14:17,False,,,HeadphoneTrial,3,3,,3,11,37,headphone_test,"{'label': 'SOI', 'correct_answer': '1'}",True,True,False,1.0,0.0,,1,True,383.0,,,4.736,60.0,67.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ab30>},False,{},295,2023-02-16 17:14:22,False,,,HeadphoneTrial,5,5,,5,11,37,headphone_test,"{'label': 'OSI', 'correct_answer': '2'}",True,True,False,1.0,0.0,,2,True,387.0,,,4.859,67.5,75.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9d9c0>},False,{},303,2023-02-16 17:14:40,True,performance_check,2023-02-16 17:19:11,HeadphoneTrial,2,2,,2,13,41,headphone_test,"{'label': 'IOS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,408.0,,,9.232,30.0,37.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ba30>},False,{},317,2023-02-16 17:15:04,True,performance_check,2023-02-16 17:19:11,HeadphoneTrial,6,6,,6,13,41,headphone_test,"{'label': 'OIS', 'correct_answer': '3'}",True,True,False,0.0,0.0,,1,True,414.0,,,8.296,37.5,45.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1a890>},False,{},322,2023-02-16 17:15:13,True,performance_check,2023-02-16 17:19:11,HeadphoneTrial,3,3,,3,13,41,headphone_test,"{'label': 'SOI', 'correct_answer': '1'}",True,True,False,0.0,0.0,,2,True,420.0,,,6.064,45.0,52.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ab30>},False,{},327,2023-02-16 17:15:19,True,performance_check,2023-02-16 17:19:11,HeadphoneTrial,5,5,,5,13,41,headphone_test,"{'label': 'OSI', 'correct_answer': '2'}",True,True,False,0.0,0.0,,1,True,426.0,,,4.978,52.5,60.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9f730>},False,{},333,2023-02-16 17:15:25,True,performance_check,2023-02-16 17:19:11,HeadphoneTrial,4,4,,4,13,41,headphone_test,"{'label': 'SIO', 'correct_answer': '1'}",True,True,False,0.0,0.0,,3,True,430.0,,,4.703,60.0,67.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9fee0>},False,{},336,2023-02-16 17:15:30,True,performance_check,2023-02-16 17:19:11,HeadphoneTrial,1,1,,1,13,41,headphone_test,"{'label': 'ISO', 'correct_answer': '2'}",True,True,False,0.0,0.0,,3,True,435.0,,,4.944,67.5,75.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ba30>},False,{},481,2023-02-16 17:19:40,True,performance_check,2023-02-16 17:25:15,HeadphoneTrial,6,6,,6,15,51,headphone_test,"{'label': 'OIS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,610.0,,,5.279,30.0,37.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9f730>},False,{},482,2023-02-16 17:19:47,True,performance_check,2023-02-16 17:25:15,HeadphoneTrial,4,4,,4,15,51,headphone_test,"{'label': 'SIO', 'correct_answer': '1'}",True,True,False,1.0,0.0,,1,True,613.0,,,4.961,37.5,45.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ab30>},False,{},483,2023-02-16 17:19:52,True,performance_check,2023-02-16 17:25:15,HeadphoneTrial,5,5,,5,15,51,headphone_test,"{'label': 'OSI', 'correct_answer': '2'}",True,True,False,1.0,0.0,,2,True,617.0,,,4.912,45.0,52.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1a890>},False,{},484,2023-02-16 17:19:58,True,performance_check,2023-02-16 17:25:15,HeadphoneTrial,3,3,,3,15,51,headphone_test,"{'label': 'SOI', 'correct_answer': '1'}",True,True,False,1.0,0.0,,1,True,620.0,,,5.291,52.5,60.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9fee0>},False,{},485,2023-02-16 17:20:04,True,performance_check,2023-02-16 17:25:15,HeadphoneTrial,1,1,,1,15,51,headphone_test,"{'label': 'ISO', 'correct_answer': '2'}",True,True,False,1.0,0.0,,2,True,622.0,,,5.698,60.0,67.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9d9c0>},False,{},486,2023-02-16 17:20:11,True,performance_check,2023-02-16 17:25:15,HeadphoneTrial,2,2,,2,15,51,headphone_test,"{'label': 'IOS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,624.0,,,6.148,67.5,75.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1a890>},False,{},497,2023-02-16 17:21:07,False,,,HeadphoneTrial,3,3,,3,17,56,headphone_test,"{'label': 'SOI', 'correct_answer': '1'}",True,True,False,1.0,0.0,,1,True,648.0,,,8.585,30.0,37.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9fee0>},False,{},500,2023-02-16 17:21:17,False,,,HeadphoneTrial,1,1,,1,17,56,headphone_test,"{'label': 'ISO', 'correct_answer': '2'}",True,True,False,1.0,0.0,,2,True,651.0,,,6.038,37.5,45.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ab30>},False,{},502,2023-02-16 17:21:23,False,,,HeadphoneTrial,5,5,,5,17,56,headphone_test,"{'label': 'OSI', 'correct_answer': '2'}",True,True,False,1.0,0.0,,2,True,654.0,,,5.576,45.0,52.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9d9c0>},False,{},504,2023-02-16 17:21:29,False,,,HeadphoneTrial,2,2,,2,17,56,headphone_test,"{'label': 'IOS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,656.0,,,5.102,52.5,60.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9f730>},False,{},506,2023-02-16 17:21:35,False,,,HeadphoneTrial,4,4,,4,17,56,headphone_test,"{'label': 'SIO', 'correct_answer': '1'}",True,True,False,1.0,0.0,,1,True,659.0,,,5.037,60.0,67.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ba30>},False,{},508,2023-02-16 17:21:41,False,,,HeadphoneTrial,6,6,,6,17,56,headphone_test,"{'label': 'OIS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,662.0,,,5.197,67.5,75.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ba30>},False,{},594,2023-02-16 17:25:41,False,,,HeadphoneTrial,6,6,,6,19,63,headphone_test,"{'label': 'OIS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,757.0,,,6.135,30.0,37.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9d9c0>},False,{},597,2023-02-16 17:25:48,False,,,HeadphoneTrial,2,2,,2,19,63,headphone_test,"{'label': 'IOS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,760.0,,,5.556,37.5,45.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1a890>},False,{},600,2023-02-16 17:25:54,False,,,HeadphoneTrial,3,3,,3,19,63,headphone_test,"{'label': 'SOI', 'correct_answer': '1'}",True,True,False,1.0,0.0,,1,True,762.0,,,5.571,45.0,52.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9f730>},False,{},602,2023-02-16 17:26:01,False,,,HeadphoneTrial,4,4,,4,19,63,headphone_test,"{'label': 'SIO', 'correct_answer': '1'}",True,True,False,1.0,0.0,,1,True,765.0,,,6.425,52.5,60.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ab30>},False,{},605,2023-02-16 17:26:08,False,,,HeadphoneTrial,5,5,,5,19,63,headphone_test,"{'label': 'OSI', 'correct_answer': '2'}",True,True,False,1.0,0.0,,2,True,767.0,,,5.646,60.0,67.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9fee0>},False,{},606,2023-02-16 17:26:14,False,,,HeadphoneTrial,1,1,,1,19,63,headphone_test,"{'label': 'ISO', 'correct_answer': '2'}",True,True,False,1.0,0.0,,2,True,769.0,,,5.321,67.5,75.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ba30>},False,{},607,2023-02-16 17:26:42,False,,,HeadphoneTrial,6,6,,6,20,67,headphone_test,"{'label': 'OIS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,780.0,,,5.87,30.0,37.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9fee0>},False,{},608,2023-02-16 17:26:49,False,,,HeadphoneTrial,1,1,,1,20,67,headphone_test,"{'label': 'ISO', 'correct_answer': '2'}",True,True,False,1.0,0.0,,2,True,783.0,,,5.363,37.5,45.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9d9c0>},False,{},610,2023-02-16 17:26:55,False,,,HeadphoneTrial,2,2,,2,20,67,headphone_test,"{'label': 'IOS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,785.0,,,5.183,45.0,52.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1a890>},False,{},611,2023-02-16 17:27:01,False,,,HeadphoneTrial,3,3,,3,20,67,headphone_test,"{'label': 'SOI', 'correct_answer': '1'}",True,True,False,1.0,0.0,,1,True,789.0,,,5.069,52.5,60.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9f730>},False,{},614,2023-02-16 17:27:07,False,,,HeadphoneTrial,4,4,,4,20,67,headphone_test,"{'label': 'SIO', 'correct_answer': '1'}",True,True,False,1.0,0.0,,1,True,792.0,,,5.366,60.0,67.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ab30>},False,{},616,2023-02-16 17:27:14,False,,,HeadphoneTrial,5,5,,5,20,67,headphone_test,"{'label': 'OSI', 'correct_answer': '2'}",True,True,False,1.0,0.0,,2,True,797.0,,,5.666,67.5,75.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9f730>},False,{},721,2023-02-16 17:36:11,False,,,HeadphoneTrial,4,4,,4,26,82,headphone_test,"{'label': 'SIO', 'correct_answer': '1'}",True,True,False,1.0,0.0,,1,True,947.0,,,13.54,30.0,37.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9fee0>},False,{},722,2023-02-16 17:36:26,False,,,HeadphoneTrial,1,1,,1,26,82,headphone_test,"{'label': 'ISO', 'correct_answer': '2'}",True,True,False,1.0,0.0,,2,True,948.0,,,5.458,37.5,45.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9d9c0>},False,{},723,2023-02-16 17:36:33,False,,,HeadphoneTrial,2,2,,2,26,82,headphone_test,"{'label': 'IOS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,949.0,,,5.275,45.0,52.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ab30>},False,{},724,2023-02-16 17:36:39,False,,,HeadphoneTrial,5,5,,5,26,82,headphone_test,"{'label': 'OSI', 'correct_answer': '2'}",True,True,False,1.0,0.0,,2,True,950.0,,,5.418,52.5,60.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1ba30>},False,{},725,2023-02-16 17:36:45,False,,,HeadphoneTrial,6,6,,6,26,82,headphone_test,"{'label': 'OIS', 'correct_answer': '3'}",True,True,False,1.0,0.0,,3,True,952.0,,,4.938,60.0,67.5,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x147a1a890>},False,{},726,2023-02-16 17:36:51,False,,,HeadphoneTrial,3,3,,3,26,82,headphone_test,"{'label': 'SOI', 'correct_answer': '1'}",True,True,False,1.0,0.0,,1,True,954.0,,,4.782,67.5,75.0,7.5,0,default,HeadphoneTrial,Info
{'stimulus': <psynet.asset.ExternalAsset object at 0x146f9f730>},False,{},727,2023-02-16 17:37:06,False,,,HeadphoneTrial,4,4,,4,25,84,headphone_test,"{'label': 'SIO', 'correct_answer': '1'}",True,True,False,0.0,0.0,,3,True,957.0,,,10.431,30.0,37.5,7.5,0,default,HeadphoneTrial,Info
