_initial_assets,awaiting_async_process,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,contents,node_id,participant_id,module_state_id,trial_maker_id,definition,complete,finalized,is_repeat_trial,score,bonus,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,block_position,block,class,object_type
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x1472e3190>},False,{},23,2023-02-16 17:03:16,False,,,ConsonanceTrial,48,48,,48,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 41, 'duration': 10, 'lower_pitch': 66.2686290267114, 'pitch_interval': 7.690668511068942, 'upper_pitch': 73.95929753778034}",True,True,False,,0.0,,5,True,44,,,4.107,148.5,156.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x1472e29e0>},False,{},24,2023-02-16 17:03:21,False,,,ConsonanceTrial,30,30,,30,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 23, 'duration': 10, 'lower_pitch': 66.01594449741889, 'pitch_interval': 7.698306846056355, 'upper_pitch': 73.71425134347524}",True,True,False,,0.0,,3,True,45,,,4.089,118.5,126.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x1472e3760>},False,{},25,2023-02-16 17:03:22,False,,,ConsonanceTrial,25,25,,25,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 18, 'duration': 10, 'lower_pitch': 66.24509845949524, 'pitch_interval': 12.700149862271994, 'upper_pitch': 78.94524832176724}",True,True,False,,0.0,,6,True,46,,,3.452,156.0,163.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x1472e16c0>},False,{},26,2023-02-16 17:03:26,False,,,ConsonanceTrial,11,11,,11,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 4, 'duration': 10, 'lower_pitch': 65.66917938344898, 'pitch_interval': 4.697546714979025, 'upper_pitch': 70.366726098428}",True,True,False,,0.0,,5,True,47,,,3.985,126.0,133.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x14711c1f0>},False,{},27,2023-02-16 17:03:27,False,,,ConsonanceTrial,20,20,,20,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 13, 'duration': 10, 'lower_pitch': 65.72388833958543, 'pitch_interval': 4.535514120591309, 'upper_pitch': 70.25940246017674}",True,True,False,,0.0,,7,True,48,,,3.801,163.5,171.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x14711c400>},False,{},28,2023-02-16 17:03:30,False,,,ConsonanceTrial,40,40,,40,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 33, 'duration': 10, 'lower_pitch': 66.7281717299514, 'pitch_interval': 14.849279675209345, 'upper_pitch': 81.57745140516074}",True,True,False,,0.0,,4,True,50,,,4.061,133.5,141.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x14711d5d0>},False,{},29,2023-02-16 17:03:32,False,,,ConsonanceTrial,7,7,,7,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 0, 'duration': 10, 'lower_pitch': 66.56061617427306, 'pitch_interval': 11.14474478732994, 'upper_pitch': 77.705360961603}",True,True,False,,0.0,,5,True,51,,,4.637,171.0,178.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x14711f190>},False,{},30,2023-02-16 17:03:35,False,,,ConsonanceTrial,38,38,,38,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 31, 'duration': 10, 'lower_pitch': 66.20141857674466, 'pitch_interval': 1.2521520327988855, 'upper_pitch': 67.45357060954355}",True,True,False,,0.0,,2,True,52,,,3.9,141.0,148.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x14711e8f0>},False,{},31,2023-02-16 17:03:38,False,,,ConsonanceTrial,44,44,,44,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 37, 'duration': 10, 'lower_pitch': 66.5379473310451, 'pitch_interval': 1.0748165854004066, 'upper_pitch': 67.61276391644552}",True,True,False,,0.0,,2,True,54,,,4.343,178.5,186.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x14711ee30>},False,{},32,2023-02-16 17:03:40,False,,,ConsonanceTrial,29,29,,29,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 22, 'duration': 10, 'lower_pitch': 65.04217284860913, 'pitch_interval': 1.2409642876871145, 'upper_pitch': 66.28313713629625}",True,True,False,,0.0,,2,True,55,,,3.611,148.5,156.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x14711f730>},False,{},33,2023-02-16 17:03:44,False,,,ConsonanceTrial,56,56,,56,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 49, 'duration': 10, 'lower_pitch': 65.42257116360176, 'pitch_interval': 4.95789213006341, 'upper_pitch': 70.38046329366517}",True,True,False,,0.0,,6,True,56,,,3.476,186.0,193.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x14711e080>},False,{},34,2023-02-16 17:03:45,False,,,ConsonanceTrial,17,17,,17,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 10, 'duration': 10, 'lower_pitch': 65.8088197608986, 'pitch_interval': 11.920944632980522, 'upper_pitch': 77.72976439387912}",True,True,False,,0.0,,4,True,57,,,3.923,156.0,163.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147ca8eb0>},False,{},35,2023-02-16 17:03:49,False,,,ConsonanceTrial,47,47,,47,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 40, 'duration': 10, 'lower_pitch': 66.20833942150817, 'pitch_interval': 1.1330085237297804, 'upper_pitch': 67.34134794523796}",True,True,False,,0.0,,2,True,58,,,3.929,193.5,201.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147ca92d0>},False,{},36,2023-02-16 17:03:50,False,,,ConsonanceTrial,46,46,,46,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 39, 'duration': 10, 'lower_pitch': 66.59524266841022, 'pitch_interval': 8.646636355238899, 'upper_pitch': 75.24187902364912}",True,True,False,,0.0,,3,True,59,,,4.439,163.5,171.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147ca9c00>},False,{},37,2023-02-16 17:03:55,False,,,ConsonanceTrial,13,13,,13,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 6, 'duration': 10, 'lower_pitch': 65.27802471976153, 'pitch_interval': 6.4449471996424235, 'upper_pitch': 71.72297191940396}",True,True,False,,0.0,,5,True,60,,,3.708,201.0,208.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147ca8250>},False,{},38,2023-02-16 17:03:55,False,,,ConsonanceTrial,26,26,,26,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 19, 'duration': 10, 'lower_pitch': 66.54895761988426, 'pitch_interval': 13.546523612268071, 'upper_pitch': 80.09548123215234}",True,True,False,,0.0,,3,True,61,,,4.409,171.0,178.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147cabe80>},False,{},39,2023-02-16 17:04:00,False,,,ConsonanceTrial,11,11,,11,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 4, 'duration': 10, 'lower_pitch': 65.42888032688654, 'pitch_interval': 11.361968459137753, 'upper_pitch': 76.7908487860243}",True,True,False,,0.0,,6,True,62,,,4.051,208.5,216.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147cabaf0>},False,{},40,2023-02-16 17:04:00,False,,,ConsonanceTrial,9,9,,9,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 2, 'duration': 10, 'lower_pitch': 66.56596184659784, 'pitch_interval': 11.770051140663046, 'upper_pitch': 78.33601298726089}",True,True,False,,0.0,,3,True,63,,,4.603,178.5,186.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147caa6b0>},False,{},41,2023-02-16 17:04:05,False,,,ConsonanceTrial,26,26,,26,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 19, 'duration': 10, 'lower_pitch': 66.21055803223476, 'pitch_interval': 10.761972864474163, 'upper_pitch': 76.97253089670892}",True,True,False,,0.0,,6,True,65,,,3.57,216.0,223.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147cab1f0>},False,{},42,2023-02-16 17:04:06,False,,,ConsonanceTrial,45,45,,45,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 38, 'duration': 10, 'lower_pitch': 66.76726772732908, 'pitch_interval': 12.942334033694097, 'upper_pitch': 79.70960176102318}",True,True,False,,0.0,,2,True,64,,,3.657,186.0,193.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147ca9570>},False,{},43,2023-02-16 17:04:11,False,,,ConsonanceTrial,43,43,,43,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 36, 'duration': 10, 'lower_pitch': 66.2088921866808, 'pitch_interval': 8.085923204098288, 'upper_pitch': 74.29481539077909}",True,True,False,,0.0,,4,True,66,,,3.625,193.5,201.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147caae60>},False,{},44,2023-02-16 17:04:11,False,,,ConsonanceTrial,31,31,,31,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 24, 'duration': 10, 'lower_pitch': 66.521375072902, 'pitch_interval': 4.670347980338237, 'upper_pitch': 71.19172305324024}",True,True,False,,0.0,,2,True,67,,,3.457,223.5,231.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147a03ca0>},False,{},45,2023-02-16 17:04:15,False,,,ConsonanceTrial,25,25,,25,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 18, 'duration': 10, 'lower_pitch': 65.62599990049796, 'pitch_interval': 11.438451555374247, 'upper_pitch': 77.0644514558722}",True,True,False,,0.0,,3,True,68,,,3.775,201.0,208.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147a00b50>},False,{},46,2023-02-16 17:04:16,False,,,ConsonanceTrial,15,15,,15,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 8, 'duration': 10, 'lower_pitch': 66.37153260350004, 'pitch_interval': 0.7748246366122652, 'upper_pitch': 67.14635724011231}",True,True,False,,0.0,,2,True,69,,,4.188,231.0,238.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147a00c10>},False,{},47,2023-02-16 17:04:20,False,,,ConsonanceTrial,21,21,,21,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 14, 'duration': 10, 'lower_pitch': 66.83006962992776, 'pitch_interval': 13.286986681302624, 'upper_pitch': 80.11705631123039}",True,True,False,,0.0,,2,True,70,,,3.82,208.5,216.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147a00400>},False,{},48,2023-02-16 17:04:22,False,,,ConsonanceTrial,40,40,,40,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 33, 'duration': 10, 'lower_pitch': 66.91992001153426, 'pitch_interval': 6.004237659466964, 'upper_pitch': 72.92415767100123}",True,True,False,,0.0,,3,True,71,,,3.002,238.5,246.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147a00cd0>},False,{},49,2023-02-16 17:04:25,False,,,ConsonanceTrial,53,53,,53,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 46, 'duration': 10, 'lower_pitch': 65.66506320797025, 'pitch_interval': 3.2935580687048818, 'upper_pitch': 68.95862127667513}",True,True,False,,0.0,,5,True,72,,,4.037,216.0,223.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147a02f20>},False,{},50,2023-02-16 17:04:26,False,,,ConsonanceTrial,12,12,,12,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 5, 'duration': 10, 'lower_pitch': 66.88332566674512, 'pitch_interval': 1.1485536209959168, 'upper_pitch': 68.03187928774103}",True,True,False,,0.0,,2,True,73,,,3.821,246.0,253.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147a02e00>},False,{},51,2023-02-16 17:04:29,False,,,ConsonanceTrial,8,8,,8,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 1, 'duration': 10, 'lower_pitch': 65.62160744664652, 'pitch_interval': 12.387829917078996, 'upper_pitch': 78.00943736372551}",True,True,False,,0.0,,4,True,74,,,3.764,223.5,231.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147a01060>},False,{},52,2023-02-16 17:04:32,False,,,ConsonanceTrial,23,23,,23,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 16, 'duration': 10, 'lower_pitch': 66.12554892355901, 'pitch_interval': 0.06879567443005052, 'upper_pitch': 66.19434459798906}",True,True,False,,0.0,,7,True,75,,,3.824,253.5,261.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147a009a0>},False,{},53,2023-02-16 17:04:34,False,,,ConsonanceTrial,42,42,,42,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 35, 'duration': 10, 'lower_pitch': 66.8229162704847, 'pitch_interval': 11.24697009544625, 'upper_pitch': 78.06988636593094}",True,True,False,,0.0,,3,True,76,,,3.591,231.0,238.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147a03400>},False,{},54,2023-02-16 17:04:37,False,,,ConsonanceTrial,29,29,,29,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 22, 'duration': 10, 'lower_pitch': 66.81218432019956, 'pitch_interval': 7.606672129299269, 'upper_pitch': 74.41885644949883}",True,True,False,,0.0,,5,True,77,,,3.749,261.0,268.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147a03b50>},False,{},55,2023-02-16 17:04:38,False,,,ConsonanceTrial,12,12,,12,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 5, 'duration': 10, 'lower_pitch': 65.54883575790936, 'pitch_interval': 5.545882783785501, 'upper_pitch': 71.09471854169486}",True,True,False,,0.0,,3,True,78,,,4.165,238.5,246.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147a019c0>},False,{},56,2023-02-16 17:04:42,False,,,ConsonanceTrial,28,28,,28,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 21, 'duration': 10, 'lower_pitch': 65.96689483353526, 'pitch_interval': 8.592658921810447, 'upper_pitch': 74.55955375534572}",True,True,False,,0.0,,5,True,79,,,3.895,268.5,276.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x147a03730>},False,{},57,2023-02-16 17:04:43,False,,,ConsonanceTrial,10,10,,10,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 3, 'duration': 10, 'lower_pitch': 65.54383355652577, 'pitch_interval': 1.552745497771587, 'upper_pitch': 67.09657905429735}",True,True,False,,0.0,,3,True,80,,,3.741,246.0,253.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x146a5c250>},False,{},58,2023-02-16 17:04:48,False,,,ConsonanceTrial,51,51,,51,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 44, 'duration': 10, 'lower_pitch': 66.59455386275503, 'pitch_interval': 14.571089750120487, 'upper_pitch': 81.16564361287553}",True,True,False,,0.0,,6,True,81,,,3.333,276.0,283.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x146a5dfc0>},False,{},59,2023-02-16 17:04:48,False,,,ConsonanceTrial,27,27,,27,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 20, 'duration': 10, 'lower_pitch': 65.07898210469394, 'pitch_interval': 1.8250568256920658, 'upper_pitch': 66.90403893038601}",True,True,False,,0.0,,2,True,82,,,3.884,253.5,261.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x146a5d420>},False,{},60,2023-02-16 17:04:53,False,,,ConsonanceTrial,9,9,,9,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 2, 'duration': 10, 'lower_pitch': 66.06959128125898, 'pitch_interval': 10.480421870959434, 'upper_pitch': 76.55001315221841}",True,True,False,,0.0,,5,True,83,,,3.355,283.5,291.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x146a5f820>},False,{},61,2023-02-16 17:04:53,False,,,ConsonanceTrial,16,16,,16,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 9, 'duration': 10, 'lower_pitch': 65.97484489780933, 'pitch_interval': 0.8036191161913703, 'upper_pitch': 66.7784640140007}",True,True,False,,0.0,,2,True,84,,,3.896,261.0,268.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x146a5c3a0>},False,{},62,2023-02-16 17:04:58,False,,,ConsonanceTrial,46,46,,46,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 39, 'duration': 10, 'lower_pitch': 66.07991157165736, 'pitch_interval': 8.76157647248964, 'upper_pitch': 74.841488044147}",True,True,False,,0.0,,5,True,85,,,3.793,291.0,298.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x146a5de10>},False,{},63,2023-02-16 17:04:58,False,,,ConsonanceTrial,7,7,,7,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 0, 'duration': 10, 'lower_pitch': 66.15923898917481, 'pitch_interval': 1.5937536907683318, 'upper_pitch': 67.75299267994315}",True,True,False,,0.0,,2,True,86,,,4.993,268.5,276.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x146a5c7f0>},False,{},64,2023-02-16 17:05:03,False,,,ConsonanceTrial,19,19,,19,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 12, 'duration': 10, 'lower_pitch': 66.97383083605007, 'pitch_interval': 12.268070099367815, 'upper_pitch': 79.24190093541789}",True,True,False,,0.0,,6,True,87,,,3.597,298.5,306.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x146a5f730>},False,{},65,2023-02-16 17:05:04,False,,,ConsonanceTrial,18,18,,18,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 11, 'duration': 10, 'lower_pitch': 66.54678259383535, 'pitch_interval': 0.08389718685596237, 'upper_pitch': 66.63067978069131}",True,True,False,,0.0,,4,True,88,,,3.934,276.0,283.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x141df0070>},False,{},66,2023-02-16 17:05:08,False,,,ConsonanceTrial,10,10,,10,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 3, 'duration': 10, 'lower_pitch': 66.59335403747625, 'pitch_interval': 9.43346321365119, 'upper_pitch': 76.02681725112744}",True,True,False,,0.0,,5,True,89,,,3.813,306.0,313.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x141df2e60>},False,{},67,2023-02-16 17:05:09,False,,,ConsonanceTrial,15,15,,15,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 8, 'duration': 10, 'lower_pitch': 65.94365692005096, 'pitch_interval': 10.674559400851662, 'upper_pitch': 76.61821632090262}",True,True,False,,0.0,,2,True,90,,,3.939,283.5,291.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x141df1870>},False,{},68,2023-02-16 17:05:14,False,,,ConsonanceTrial,42,42,,42,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 35, 'duration': 10, 'lower_pitch': 66.46155622083943, 'pitch_interval': 2.0886809247921327, 'upper_pitch': 68.55023714563156}",True,True,False,,0.0,,3,True,93,,,3.401,313.5,321.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x141df0ca0>},False,{},69,2023-02-16 17:05:14,False,,,ConsonanceTrial,32,32,,32,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 25, 'duration': 10, 'lower_pitch': 66.74428241853128, 'pitch_interval': 6.4165804869933565, 'upper_pitch': 73.16086290552464}",True,True,False,,0.0,,2,True,92,,,3.7,291.0,298.5,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x141df1300>},False,{},70,2023-02-16 17:05:18,False,,,ConsonanceTrial,22,22,,22,3,14,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 15, 'duration': 10, 'lower_pitch': 66.36428888805393, 'pitch_interval': 0.8648081156918169, 'upper_pitch': 67.22909700374575}",True,True,False,,0.0,,2,True,94,,,3.897,298.5,306.0,7.5,0,default,ConsonanceTrial,Info
{'stimulus': <psynet.asset.FastFunctionAsset object at 0x141df3790>},False,{},71,2023-02-16 17:05:19,False,,,ConsonanceTrial,36,36,,36,2,11,consonance_main_experiment,"{'timbre': 'carillon', 'repetition': 29, 'duration': 10, 'lower_pitch': 65.36839625037682, 'pitch_interval': 11.009015089709255, 'upper_pitch': 76.37741134008607}",True,True,False,,0.0,,4,True,95,,,3.655,321.0,328.5,7.5,0,default,ConsonanceTrial,Info
